kw_id,keyword,translation,detected_on,url,test_regime,retest_count,is_curr_blocked,is_group_chat
3796,生化武器+政府+病毒+官員,Biochemical weapons + government + virus + officials,2020-03-01 2:55:32,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,15,0,1
3795,訪華+政府+外交部+北京,Visit China + Government + Ministry of Foreign Affairs + Beijing,2020-03-01 2:28:49,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,15,0,1
3794,疫情+死亡人數+外交+大陸+蔓延,Epidemic + death toll + diplomacy + mainland + spread,2020-03-01 2:05:55,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,16,0,1
3793,政府+病毒+武漢+中共+流感,Government + virus + Wuhan + CCP + flu,2020-03-01 1:34:06,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,15,1,1
3792,習近平+退居二綫+露面,Xi Jinping + retired second line + appearance,2020-03-01 1:01:17,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,11,0,1
3791,習近平+疫情+退居二綫,Xi Jinping + Outbreak + Second Line,2020-03-01 0:29:42,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,12,0,1
3790,習近平+神隱,Xi Jinping + Shen Yin,2020-03-01 0:12:09,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,0,1,0
3789,習近平+神隱,Xi Jinping + Shen Yin,2020-03-01 0:11:09,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,20,0,1
3788,習近平+染病,Xi Jinping + Disease,2020-02-29 23:58:20,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,0,1,0
3787,習近平+染病,Xi Jinping + Disease,2020-02-29 23:57:19,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,23,0,1
3786,香港+武漢+肺炎+政治,Hong Kong + Wuhan + Pneumonia + Politics,2020-02-29 23:15:52,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,20,0,1
3785,武漢+肺炎+政治+北京,Wuhan + pneumonia + politics + Beijing,2020-02-29 22:55:15,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20023,aggregators,21,0,1
3784,黃金防控期+管軼+武漢封城+錯過,Golden Control Period + Guan Yi + Wuhan Fengcheng + Miss,2020-02-29 22:14:11,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3783,肺炎+中共+中央+數字,Pneumonia + CPC + Central + Numbers,2020-02-29 21:49:44,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3782,習近平+崩潰,Xi Jinping + Crash,2020-02-29 21:25:55,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,0,1,0
3781,習近平+崩潰,Xi Jinping + Crash,2020-02-29 21:24:54,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,19,1,1
3780,習近平+染 病,Xi Jinping + Disease,2020-02-29 21:12:03,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,0,1,0
3779,習近平+染 病,Xi Jinping + Disease,2020-02-29 21:11:02,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,18,0,1
3778,國民+簽證+採取+計劃,National + Visa + Adopt + Plan,2020-02-29 20:54:51,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,11,0,1
3777,中央+習近平+冠狀病毒+確認+國務院,Central + Xi Jinping + Coronavirus + Confirmation + State Council,2020-02-29 20:04:58,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,16,1,1
3776,國+言論自由+國家主席,Country + freedom of speech + president,2020-02-29 19:02:11,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3775,生化武器+研究+病毒+分析,Biochemical weapons + research + viruses + analysis,2020-02-29 18:42:11,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3774,生化+病毒+分析+預計,Biochemistry + virus + analysis + prediction,2020-02-29 18:20:14,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,17,0,1
3773,人傳人+病毒+分析+官員,Person-to-person + virus + analysis + officer,2020-02-29 17:57:52,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,20,1,1
3772,疫情+北京+流傳+國家,Outbreak + Beijing + Spread + Country,2020-02-29 17:34:46,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,18,0,1
3771,物資+醫療+撤僑+中方,Materials + Medical + Evacuation + China,2020-02-29 17:06:47,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,17,0,1
3770,影片+防疫+中共+總理,Video + Epidemic Prevention + CPC + Prime Minister,2020-02-29 16:45:20,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,13,0,1
3769,見+首相+感染+武漢+到訪北京的柬埔寨首,See + Prime Minister + Infection + Wuhan + Cambodian Prime Minister visiting Beijing,2020-02-29 16:22:18,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,12,0,1
3768,港人+不是中共,Hong Kong people + not the CCP,2020-02-29 15:56:38,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,16,0,1
3767,病毒傳染+確診病例+分析+病毒傳播,Virus infection + confirmed cases + analysis + virus transmission,2020-02-29 15:40:32,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,14,0,1
3766,武漢+政府+疫情+曝光,Wuhan + government + epidemic + exposure,2020-02-29 15:13:48,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3765,有關+當局+確診病例+北京,Related + Authorities + confirmed cases + Beijing,2020-02-29 14:47:33,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3764,冠狀病毒+不在+習近平+研究,Coronavirus + absent + Xi Jinping + research,2020-02-29 14:19:51,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,16,0,1
3763,香港+確診病例+病毒+撤僑,Hong Kong + confirmed cases + virus + evacuation,2020-02-29 13:53:31,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,17,0,1
3762,澳+暗諷香港,Australia + Irony Hong Kong,2020-02-29 13:27:46,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3761,當局+肺炎+政治+數字,Authorities + pneumonia + politics + numbers,2020-02-29 13:13:23,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3760,外交+制度+疾病控制+病毒,Diplomacy + Institution + Disease Control + Virus,2020-02-29 12:52:02,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,15,0,1
3759,大大+四月+訪日,Big + April + Visit to Japan,2020-02-29 12:29:08,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,17,1,1
3758,高達+中共+病毒+確診病例,Gundam + CCP + virus + confirmed cases,2020-02-29 12:07:30,https://china.hket.com/article/2549100/【新冠肺炎最新情況】新冠肺炎新增病例再降！昨天湖北以外　各地僅增11確診個案?mtc=20005,aggregators,16,1,1
3757,感染+十几万+武汉,"Infection + 100,000+ Wuhan",2020-02-29 11:08:54,http://www.chinanews.com/sh/2020/02-24/9103250.shtml,aggregators,13,0,1
3756,香港+宗教+消毒+病毒,Hong Kong + religion + disinfection + virus,2020-02-29 10:47:00,http://www.chinanews.com/ga/2020/02-24/9102750.shtml,aggregators,12,0,1
3755,确诊病例+政府+病毒+有助于,Confirmed case + government + virus + helps,2020-02-29 10:27:14,http://www.chinanews.com/ga/2020/02-24/9102747.shtml,aggregators,15,0,1
3754,錯峰出城+武漢發布+外地人+特殊疾病,Wrong peak out of city + Wuhan release + outsiders + special diseases,2020-02-29 9:17:04,https://www2.hkej.com/instantnews/current/article/2384525/%E6%AD%A6%E6%BC%A2%E5%AE%A3%E5%B8%83%E5%AE%B9%E8%A8%B1%E6%BB%AF%E7%95%99%E5%A4%96%E5%9C%B0%E4%BA%BA%E5%93%A1%E5%87%BA%E5%9F%8E%E9%80%9A%E5%91%8A%E7%84%A1%E6%95%88,aggregators,16,1,1
3753,中國製造+冠狀病毒,Made in China + Coronavirus,2020-02-29 8:55:56,https://www2.hkej.com//wm/article/id/2383462/%E7%96%AB%E6%83%85%E8%88%87%E7%94%9F%E7%94%A2%E7%B7%9A%E9%81%B7%E7%A7%BB,aggregators,19,1,1
3752,肺炎+中共+病毒+无法,Pneumonia + CCP + Virus + Unable,2020-02-29 8:15:13,http://www.ce.cn/xwzx/gnsz/gdxw/202002/24/t20200224_34338318.shtml,aggregators,16,1,1
3751,秘书+大大+陈一新,Secretary + DaDa + Chen Yixin,2020-02-29 7:53:46,http://fashion.ce.cn/news/202002/24/t20200224_34334812.shtml,aggregators,13,0,1
3750,香港+武汉+政府+不肯,Hong Kong + Wuhan + Government + Unwillingness,2020-02-29 7:23:36,http://travel.ce.cn/gdtj/202002/24/t20200224_7201018.shtml,aggregators,17,0,1
3749,人传人+市政府+病毒+不明原因,People-to-people + city government + virus + unknown cause,2020-02-29 6:58:45,http://www.ce.cn/xwzx/gnsz/gdxw/202002/24/t20200224_34336185.shtml,aggregators,11,0,1
3748,的歧视+针对中国+俄罗斯+病毒,Discrimination + against China + Russia + virus,2020-02-29 6:35:56,http://www.ce.cn/xwzx/gnsz/gdxw/202002/24/t20200224_34338689.shtml,aggregators,15,0,1
3747,情报人员+澳大利亚+间谍,Intelligence + Australia + Spy,2020-02-29 6:11:00,http://intl.ce.cn/qqss/202002/24/t20200224_34336452.shtml,aggregators,15,0,1
3746,联防联控+出席会议+李克强+工作领导小组,Joint defense + control + attendance at the meeting + Li Keqiang + working leadership group,2020-02-29 5:50:20,http://politics.people.com.cn/n1/2020/0224/c1024-31602293.html,aggregators,14,0,1
3745,中央+物资+总书记+医院+亲自指挥,Central + supplies + general secretary + hospital + personal command,2020-02-29 5:19:42,http://politics.people.com.cn/n1/2020/0224/c1024-31600396.html,aggregators,15,0,1
3744,统一+习近平+干部+党中央,Reunification + Xi Jinping + Cadres + Party Central Committee,2020-02-29 3:46:11,http://politics.people.com.cn/n1/2020/0224/c1001-31600406.html,aggregators,22,0,1
3743,病毒+制度+俄罗斯+中方,Virus + Institution + Russia + China,2020-02-29 2:41:43,http://world.people.com.cn/n1/2020/0224/c1002-31602299.html,aggregators,15,0,1
3742,对策+大邱+确诊病例+病毒+文在寅,Countermeasures + Daegu + confirmed cases + virus + Moon Jae-in,2020-02-29 2:06:31,http://world.people.com.cn/n1/2020/0224/c1002-31600462.html,aggregators,14,0,1
3741,空头支票+国家领导人,Bearer cheque + national leader,2020-02-29 1:38:56,http://world.people.com.cn/n1/2020/0224/c1002-31600461.html,aggregators,0,1,0
3740,空头支票+国家领导人,Bearer cheque + national leader,2020-02-29 1:37:58,http://world.people.com.cn/n1/2020/0224/c1002-31600461.html,aggregators,18,0,1
3739,传染+10个+网信办,Infection + 10 + Internet Information Office,2020-02-29 0:49:08,http://www.xinhuanet.com/politics/2020-02/24/c_1125616265.htm,aggregators,13,0,1
3738,传染+十人+网信办,Infection + ten people + Internet letter office,2020-02-29 0:30:03,http://www.xinhuanet.com/politics/2020-02/24/c_1125616265.htm,aggregators,12,0,1
3737,感染+十人+网信办,Infection + ten people + Internet Information Office,2020-02-29 0:11:47,http://www.xinhuanet.com/politics/2020-02/24/c_1125616265.htm,aggregators,13,0,1
3736,杀戮+总书记,Killing + General Secretary,2020-02-28 23:51:47,http://www.xinhuanet.com/politics/2020-02/24/c_1125616194.htm,aggregators,16,1,1
3735,针对习近平,Against Xi Jinping,2020-02-28 23:25:23,http://www.xinhuanet.com/2020-02/24/c_1210488544.htm,aggregators,16,1,1
3734,方面+表明+中共+病毒,Aspect + indication + CCP + virus,2020-02-28 22:59:51,http://cn.chinadaily.com.cn/a/202002/24/WS5e536765a3107bb6b57a1ee0.html,aggregators,17,1,1
3733,第一夫人+骂,First lady + scold,2020-02-28 22:24:49,http://www.sohu.com/a/375364647_356941?spm=smpc.news-home.sports-yule-pics.4.1582580596841v95N3vY,aggregators,16,1,1
3732,民族自决权,Right of national self-determination,2020-02-28 22:07:58,https://www.sohu.com/a/375558514_120019418?spm=smpc.news-home.travel-news.5.1582580596841v95N3vY,aggregators,16,1,1
3731,中共+坏人+绝对+好人,CCP + bad people + absolute + good people,2020-02-28 21:55:57,https://www.sohu.com/a/375564810_99976719?spm=smpc.news-home.pol-subject-news.1.1582580596841v95N3vY,aggregators,15,1,1
3730,罪己+皇帝,Sinner + Emperor,2020-02-28 21:32:42,https://www.sohu.com/a/375405977_114988?spm=smpc.news-home.cul-news.3.1582580596841v95N3vY,aggregators,18,1,1
3729,人传人+排查+研究+病毒,Person-to-person + investigation + research + virus,2020-02-28 21:13:09,http://www.sohu.com/a/375602706_237556?g=0&spm=smpc.news-home.pol-news.1.1582580596841v95N3vY,aggregators,15,0,1
3728,确诊病例+病毒+分析+北京,Confirmed case + virus + analysis + Beijing,2020-02-28 20:45:39,http://www.sohu.com/a/375574916_119759?spm=smpc.news-home.business-stock-news.9.1582580596841v95N3vY,aggregators,31,0,1
3727,被控制+领袖,Controlled + leader,2020-02-28 20:21:58,http://www.sohu.com/a/375574916_119759?spm=smpc.news-home.business-stock-news.9.1582580596841v95N3vY,aggregators,0,1,0
3726,被控制+领袖,Controlled + leader,2020-02-28 20:20:58,http://www.sohu.com/a/375574916_119759?spm=smpc.news-home.business-stock-news.9.1582580596841v95N3vY,aggregators,17,1,1
3725,戒慎恐惧+封城,Caution Fear + Fengcheng,2020-02-28 20:01:47,https://new.qq.com/omn/20200224/20200224A09CQ200.html,aggregators,12,0,1
3724,中共+研究+策略+中央,CCP + Research + Strategy + Central,2020-02-28 19:41:27,https://new.qq.com/omn/PEG20200/PEG2020022402086200.html,aggregators,25,0,1
3723,已被隔离+歧视华人+确诊病例+病毒,Has been quarantined + discriminated against Chinese + confirmed cases + virus,2020-02-28 19:16:38,https://new.qq.com/omn/20200224/20200224A0G6B600.html,aggregators,15,0,1
3722,公安局+警察+国保+派出所,Public Security Bureau + Police + National Security + Police Station,2020-02-28 18:36:45,http://www.cnr.cn/js2014/ycdj/20200224/t20200224_524989893.html,aggregators,13,0,1
3721,调节+习近平+研究+分级,Regulation + Xi Jinping + Research + Grading,2020-02-28 18:12:20,http://china.cnr.cn/news/20200224/t20200224_524988437.shtml,aggregators,16,1,1
3720,医学+研究+习主席+呼吸,Medicine + Research + Chairman Xi + Respiratory,2020-02-28 17:41:17,http://china.cnr.cn/news/20200224/t20200224_524988575.shtml,aggregators,17,0,1
3719,质疑+习近平+武汉人,Questioning + Xi Jinping + Wuhan,2020-02-28 17:19:20,http://news.cnr.cn/native/gd/20200224/t20200224_524989901.shtml,aggregators,0,1,0
3718,质疑+习近平+武汉人,Questioning + Xi Jinping + Wuhan,2020-02-28 17:18:20,http://news.cnr.cn/native/gd/20200224/t20200224_524989901.shtml,aggregators,17,1,1
3717,习近平+福克斯,Xi Jinping + Fox,2020-02-28 16:59:12,http://news.cnr.cn/native/gd/20200224/t20200224_524989901.shtml,aggregators,18,1,1
3716,有利于+体现+文化+近平,Conducive to + representation + culture + near peace,2020-02-28 16:42:56,http://theory.gmw.cn/2020-02/24/content_33584112.htm,aggregators,15,0,1
3715,考察+皇帝+北京,Investigation + Emperor + Beijing,2020-02-28 16:16:04,https://e.gmw.cn/2020-02/24/content_33584611.htm,aggregators,16,1,1
3714,无动于衷+国家卫健委,Indifferent + National Health Commission,2020-02-28 15:57:06,http://legal.gmw.cn/2020-02/24/content_33583868.htm,aggregators,17,0,1
3713,湯燦露面+拍片教網+瑜伽包餃+公共情婦,Tang Can Appear + Film Tutorials + Yoga Dumplings + Public Mistress,2020-02-28 15:31:16,https://std.stheadline.com/instant/../instant/articles/detail/1208201/即時-中國-公共情婦-湯燦露面-拍片教網民練瑜伽包餃子,aggregators,13,0,1
3712,湯燦+執行死刑+性賄賂+公共情婦+谷俊山,Tang Can + Execution of Death Penalty + Sexual Bribery + Public Mistress + Gu Junshan,2020-02-28 15:11:02,https://std.stheadline.com/instant/../instant/articles/detail/1208201/即時-中國-公共情婦-湯燦露面-拍片教網民練瑜伽包餃子,aggregators,16,0,1
3711,建制派+慢一拍+反修例+病毒,Institue + Slow Beat + Anti-Revision + Virus,2020-02-28 14:43:19,https://news.mingpao.com/ins/%e6%96%87%e6%91%98/article/20200225/s00022/1582533953694/%e7%b5%a6%e5%a4%96%e6%98%9f%e4%ba%ba%e7%9c%8b%e7%9a%84%e7%96%ab%e6%83%85%e5%a0%b1%e5%91%8a%ef%bc%88%e6%96%87-%e6%a2%81%e7%be%8e%e5%84%80%ef%bc%89,aggregators,15,0,1
3710,法院+司法+桂民海+公安,Court + Justice + Gui Minhai + Public Security,2020-02-28 14:22:20,https://news.mingpao.com/ins/%e5%85%a9%e5%b2%b8/article/20200225/s00004/1582601288491/%e6%a1%82%e6%b0%91%e6%b5%b7%e8%a2%ab%e6%8e%a7%e7%82%ba%e5%a2%83%e5%a4%96%e9%9d%9e%e6%b3%95%e6%8f%90%e4%be%9b%e6%83%85%e5%a0%b1%e7%bd%aa-%e9%81%ad%e5%af%a7%e6%b3%a2%e6%b3%95%e9%99%a2%e5%88%a4%e5%9b%9a10%e5%b9%b4,aggregators,11,0,1
3709,政府+到訪+接受+人士,Government + visit + accept + people,2020-02-28 14:00:32,https://www.thenewslens.com/article/131631,aggregators,12,0,1
3708,國民黨+民進黨+蔡英文+大選,KMT + DPP + Tsai Ing-wen + general election,2020-02-28 13:40:20,https://www.thenewslens.com/interactive/125402,aggregators,13,0,1
3707,香港+事實上+黎巴嫩,Hong Kong + de facto + Lebanon,2020-02-28 13:17:18,https://www.thenewslens.com/article/131633,aggregators,15,0,1
3706,有關+生化武器+研究+病毒,Related + Biochemical Weapons + Research + Virus,2020-02-28 12:56:29,https://www.thenewslens.com/article/131563,aggregators,15,0,1
3705,昂斯維勒+病毒合成+華人媒體+印度學者,Anseville + Viral Synthesis + Chinese Media + Indian Scholar,2020-02-28 12:33:14,https://www.thenewslens.com/article/131619,aggregators,11,0,1
3704,生化武器+人工合成+病毒+陰謀論,Biochemical weapons + synthetic + virus + conspiracy theory,2020-02-28 12:08:42,https://www.thenewslens.com/article/131619,aggregators,18,1,1
3703,生化武器+俄羅斯+人工合成+病毒,Biochemical weapons + Russia + Artificial synthesis + Virus,2020-02-28 11:48:30,https://www.thenewslens.com/article/131619,aggregators,13,0,1
3702,中共+公民+法院+提供情報,CCP + Citizens + Court + Provide Information,2020-02-28 11:27:14,https://www.thenewslens.com/article/131569,aggregators,15,0,1
3701,習近平+撞死,Xi Jinping + killed,2020-02-28 10:58:00,https://www.thenewslens.com/article/131569,aggregators,0,1,0
3700,習近平+撞死,Xi Jinping + killed,2020-02-28 10:57:00,https://www.thenewslens.com/article/131569,aggregators,18,1,1
3699,綁架+習近平+女兒,Abduction + Xi Jinping + Daughter,2020-02-28 10:42:41,https://www.thenewslens.com/article/131569,aggregators,17,1,1
3698,軟禁+習近平,House arrest + Xi Jinping,2020-02-28 10:23:03,https://www.thenewslens.com/article/131569,aggregators,0,1,0
3697,軟禁+習近平,House arrest + Xi Jinping,2020-02-28 10:21:59,https://www.thenewslens.com/article/131569,aggregators,27,1,1
3696,習近平+言論自由,Xi Jinping + Free Speech,2020-02-28 10:09:21,https://www.thenewslens.com/article/131569,aggregators,0,1,0
3695,習近平+言論自由,Xi Jinping + Free Speech,2020-02-28 10:08:21,https://www.thenewslens.com/article/131569,aggregators,25,0,1
3694,習近平+蘋果日報,Xi Jinping + Apple Daily,2020-02-28 9:54:49,https://www.thenewslens.com/article/131569,aggregators,0,1,0
3693,習近平+蘋果日報,Xi Jinping + Apple Daily,2020-02-28 9:53:49,https://www.thenewslens.com/article/131569,aggregators,24,1,1
3692,港府+政府+管治+中央,Hong Kong Government + Government + Governance + Central Government,2020-02-26 9:21:24,https://www.thenewslens.com/article/131569,aggregators,17,0,1
3691,綁架+銅鑼灣+書店,Abduction + Causeway Bay + Bookstore,2020-02-26 9:02:14,https://www.thenewslens.com/article/131569,aggregators,0,1,0
3690,綁架+銅鑼灣+書店,Abduction + Causeway Bay + Bookstore,2020-02-26 9:01:15,https://www.thenewslens.com/article/131569,aggregators,23,0,1
3689,漠視+情緒+批評+民眾+政府,Ignore + Emotion + Criticism + People + Government,2020-02-26 8:36:41,https://www.thenewslens.com/article/131697,aggregators,13,0,1
3688,一尊+李克強,One respect + Li Keqiang,2020-02-26 8:08:13,https://hk.news.appledaily.com/open/footer/local/15337/,aggregators,15,0,1
3687,一人+定於一尊,One person + one set,2020-02-26 7:54:05,https://hk.news.appledaily.com/open/footer/local/15337/,aggregators,17,1,1
3686,一尊+親自,One + personally,2020-02-26 7:41:26,https://hk.news.appledaily.com/open/footer/local/15337/,aggregators,17,1,1
3685,一尊+網絡,One respect + network,2020-02-26 7:28:48,https://hk.news.appledaily.com/open/footer/local/15337/,aggregators,18,1,1
3684,重判+中共+境外提供+罪名,Heavy sentence + CCP + overseas provision + count,2020-02-26 7:13:10,https://hk.news.appledaily.com/open/footer/international/15336/,aggregators,17,0,1
3683,港人不應放棄+雙真普選+選票+呼籲,Hong Kong people should not give up + universal dual suffrage + votes + appeal,2020-02-26 6:51:44,https://hk.news.appledaily.com/open/footer/local/11867/,aggregators,11,0,1
3682,文在寅+中央+總統+病毒,Wen Zaiyin + Central + President + Virus,2020-02-26 6:24:52,https://www2.hkej.com/instantnews/current/article/2385600/%E6%96%87%E5%9C%A8%E5%AF%85%3A%E7%88%AD%E5%8F%96%E8%AE%93%E7%96%AB%E6%83%85%E6%8B%90%E9%BB%9E%E6%9C%AC%E5%91%A8%E5%85%A7%E5%87%BA%E7%8F%BE,aggregators,14,0,1
3681,周梓樂紀念+增設連儂牆+陳彥霖紀念,Zhou Zile Memorial + Add Lennon Wall + Chen Yanlin Memorial,2020-02-26 6:04:57,https://www2.hkej.com/instantnews/current/article/2385402/%E8%A5%BF%E8%B2%A2%E5%8D%80%E6%9C%83%E5%8B%95%E8%AD%B0%E4%BC%91%E6%86%A9%E8%99%95%E6%94%B9%E5%90%8D%E7%B4%80%E5%BF%B5%E5%91%A8%E6%A2%93%E6%A8%82%E9%99%B3%E5%BD%A5%E9%9C%96,aggregators,14,0,1
3680,突破+病毒+確診病例+綜合,Breakthrough + virus + confirmed cases + comprehensive,2020-02-26 5:49:35,https://www1.hkej.com//dailynews/investment/article/2384970/%E8%BF%BD%E6%B6%88%E6%81%AF%E8%BF%BD%E4%B8%8A%E7%99%AEvs%E7%A2%BA%E8%AA%8D%E7%AA%81%E7%A0%B4,aggregators,14,0,1
3679,華爾街日報+外國媒體+外國記者+採訪,Wall Street Journal + Foreign Media + Foreign Journalists + Interviews,2020-02-26 5:23:58,https://www2.hkej.com/instantnews/current/article/2385684/%E5%A4%96%E4%BA%A4%E9%83%A8%3A%E5%A0%85%E6%B1%BA%E5%8F%8D%E5%B0%8D%E6%89%93%E8%A8%80%E8%AB%96%E8%87%AA%E7%94%B1%E6%97%97%E8%99%9F%E4%BE%B5%E4%B8%AD%E5%9C%8B%E5%B0%8A%E5%9A%B4,aggregators,16,1,1
3678,官員+東亞病夫+華爾街日報+中方,Official + East Asian Sick Man + Wall Street Journal + Chinese,2020-02-26 5:02:51,https://www2.hkej.com/instantnews/current/article/2385684/%E5%A4%96%E4%BA%A4%E9%83%A8%3A%E5%A0%85%E6%B1%BA%E5%8F%8D%E5%B0%8D%E6%89%93%E8%A8%80%E8%AB%96%E8%87%AA%E7%94%B1%E6%97%97%E8%99%9F%E4%BE%B5%E4%B8%AD%E5%9C%8B%E5%B0%8A%E5%9A%B4,aggregators,13,0,1
3677,桂民海+書店,Guimin Sea + Bookstore,2020-02-26 4:19:16,https://news.rthk.hk/rthk/ch/component/k2/1510611-20200225.htm?spTabChangeable=0,aggregators,18,0,1
3676,桂民海+國籍,Gui Minhai + Nationality,2020-02-26 4:02:01,https://news.rthk.hk/rthk/ch/component/k2/1510690-20200225.htm?spTabChangeable=0,aggregators,15,0,1
3675,桂敏海+10年,Gui Minhai +10 years,2020-02-26 3:44:34,https://news.rthk.hk/rthk/ch/component/k2/1510611-20200225.htm,aggregators,13,0,1
3674,桂敏海+書店,Gui Minhai + Bookstore,2020-02-26 3:33:29,https://news.rthk.hk/rthk/ch/component/k2/1510611-20200225.htm,aggregators,21,0,1
3673,桂民海+提供情報罪+剝奪政治權利,Gui Minhai + crime of providing information + deprivation of political rights,2020-02-26 3:17:22,https://news.rthk.hk/rthk/ch/component/k2/1510629-20200225.htm,aggregators,16,0,1
3672,被判+桂民海,Sentenced + Gui Minhai,2020-02-26 3:01:20,https://news.rthk.hk/rthk/ch/component/k2/1510629-20200225.htm,aggregators,20,0,1
